Sample_ID,Species,Site,Species_Group,Site_Group,Download_link,Ref
Y0278P,Culter oxycephaloides,Y_19_A,P_Culter_oxycephaloides,P_Y_19_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter alburnus
Y0289P,Silurus asotus,Y_19_A,P_Silurus_asotus,P_Y_19_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus asotus
Y0290P,Xenocypris davidi,Y_19_A,P_Xenocypris_davidi,P_Y_19_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0303P,Xenocypris fangi,Y_19_F,P_Xenocypris_fangi,P_Y_19_F,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0371P,Cobitis sinensis,Y_19_E,P_Cobitis_sinensis,P_Y_19_E,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/735/GCA_029874735.1_ASM2987473v1/GCA_029874735.1_ASM2987473v1_genomic.fna.gz,Cobitis vettonica
Y0413P,Cobitis sinensis,Y_19_E,P_Cobitis_sinensis,P_Y_19_E,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/735/GCA_029874735.1_ASM2987473v1/GCA_029874735.1_ASM2987473v1_genomic.fna.gz,Cobitis vettonica
Y0426P,Leiocassis longirostris,Y_07_A,P_Leiocassis_longirostris,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/275/GCA_028565275.1_ASM2856527v1/GCA_028565275.1_ASM2856527v1_genomic.fna.gz,Leiocassis micropogon
Y0427P,Leiocassis longirostris,Y_07_A,P_Leiocassis_longirostris,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/275/GCA_028565275.1_ASM2856527v1/GCA_028565275.1_ASM2856527v1_genomic.fna.gz,Leiocassis micropogon
Y0428P,Leiocassis longirostris,Y_07_A,P_Leiocassis_longirostris,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/275/GCA_028565275.1_ASM2856527v1/GCA_028565275.1_ASM2856527v1_genomic.fna.gz,Leiocassis micropogon
Y0457P,Hemiculter tchangi,Y_07_A,P_Hemiculter_tchangi,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0462P,Ancherythroculter wangi,Y_07_A,P_Ancherythroculter_wangi,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0463P,Ancherythroculter wangi,Y_07_A,P_Ancherythroculter_wangi,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0464P,Tachysurus nitidus,Y_07_A,P_Tachysurus_nitidus,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus vachellii
Y0465P,Tachysurus nitidus,Y_07_A,P_Tachysurus_nitidus,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus vachellii
Y0466P,Tachysurus nitidus,Y_07_A,P_Tachysurus_nitidus,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus vachellii
Y0467P,Tachysurus nitidus,Y_07_A,P_Tachysurus_nitidus,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus vachellii
Y0468P,Siniperca knerii,Y_07_A,P_Siniperca_knerii,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca knerii
Y0484P,Pseudobrama simoni,Y_07_A,P_Pseudobrama_simoni,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0493P,Hypophthalmichthys nobilis,Y_07_A,P_Hypophthalmichthys_nobilis,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0494P,Hypophthalmichthys nobilis,Y_07_A,P_Hypophthalmichthys_nobilis,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0496P,Hypophthalmichthys molitrix,Y_07_A,P_Hypophthalmichthys_molitrix,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/975/GCA_022817975.1_1.0/GCA_022817975.1_1.0_genomic.fna.gz,Hypophthalmichthys molitrix
Y0498P,Megalobrama amblycephala,Y_07_A,P_Megalobrama_amblycephala,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama amblycephala
Y0507P,Coreius heterodon,Y_07_A,P_Coreius_heterodon,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0508P,Coreius heterodon,Y_07_A,P_Coreius_heterodon,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0509P,Coreius guichenoti,Y_07_A,P_Coreius_guichenoti,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0510P,Coreius guichenoti,Y_07_A,P_Coreius_guichenoti,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0516P,Gnathopogon imberbis,Y_07_A,P_Gnathopogon_imberbis,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/029/165/GCA_023029165.1_ASM2302916v1/GCA_023029165.1_ASM2302916v1_genomic.fna.gz,Gobiocypris rarus
Y0519P,Myxocyprinus asiaticus,Y_07_A,P_Myxocyprinus_asiaticus,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/703/515/GCF_019703515.2_UBuf_Myxa_2/GCF_019703515.2_UBuf_Myxa_2_genomic.fna.gz,Myxocyprinus asiaticus
Y0527P,Rhinogobius similis,Y_07_A,P_Rhinogobius_similis,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/435/GCA_019453435.1_ASM1945343v1/GCA_019453435.1_ASM1945343v1_genomic.fna.gz,Rhinogobius similis
Y0528P,Silurus meridionalis,Y_07_A,P_Silurus_meridionalis,P_Y_07_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/685/GCF_014805685.1_ASM1480568v1/GCF_014805685.1_ASM1480568v1_genomic.fna.gz,Silurus meridionalis
Y0531P,Triplophysa bleekeri,Y_08_A,P_Triplophysa_bleekeri,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0537P,Pseudorasbora parva,Y_08_A,P_Pseudorasbora_parva,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0544P,Triplophysa daqiaoensis,Y_08_A,P_Triplophysa_daqiaoensis,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0545P,Triplophysa daqiaoensis,Y_08_A,P_Triplophysa_daqiaoensis,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0546P,Triplophysa daqiaoensis,Y_08_A,P_Triplophysa_daqiaoensis,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0547P,Triplophysa daqiaoensis,Y_08_A,P_Triplophysa_daqiaoensis,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0549P,Homatula variegata,Y_08_A,P_Homatula_variegata,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0550P,Homatula variegata,Y_08_A,P_Homatula_variegata,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0553P,Abbottina rivularis,Y_08_A,P_Abbottina_rivularis,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0554P,Abbottina rivularis,Y_08_A,P_Abbottina_rivularis,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0555P,Abbottina rivularis,Y_08_A,P_Abbottina_rivularis,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0558P,Schizothorax davidi,Y_08_A,P_Schizothorax_davidi,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax lantsangensis
Y0565P,Paramisgurnus dabryanus,Y_08_A,P_Paramisgurnus_dabryanus,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus dabryanus
Y0566P,Paramisgurnus dabryanus,Y_08_A,P_Paramisgurnus_dabryanus,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus dabryanus
Y0567P,Paramisgurnus dabryanus,Y_08_A,P_Paramisgurnus_dabryanus,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus dabryanus
Y0569P,Claea dabryi,Y_08_A,P_Claea_dabryi,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0570P,Claea dabryi,Y_08_A,P_Claea_dabryi,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0572P,Claea dabryi,Y_08_A,P_Claea_dabryi,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0575P,Triplophysa stoliczkai,Y_08_A,P_Triplophysa_stoliczkai,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0576P,Triplophysa stoliczkai,Y_08_A,P_Triplophysa_stoliczkai,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0577P,Triplophysa stoliczkai,Y_08_A,P_Triplophysa_stoliczkai,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0580P,Misgurnus anguillicaudatus,Y_08_A,P_Misgurnus_anguillicaudatus,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus anguillicaudatus
Y0581P,Misgurnus anguillicaudatus,Y_08_A,P_Misgurnus_anguillicaudatus,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus anguillicaudatus
Y0582P,Misgurnus anguillicaudatus,Y_08_A,P_Misgurnus_anguillicaudatus,P_Y_08_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus anguillicaudatus
Y0586P,Silurus asotus,Y_08_B,P_Silurus_asotus,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus asotus
Y0588P,Silurus asotus,Y_08_B,P_Silurus_asotus,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus asotus
Y0591P,Liobagrus marginatus,Y_08_B,P_Liobagrus_marginatus,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus marginatus
Y0593P,Liobagrus marginatus,Y_08_B,P_Liobagrus_marginatus,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus marginatus
Y0594P,Liobagrus marginatus,Y_08_B,P_Liobagrus_marginatus,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus marginatus
Y0598P,Hypophthalmichthys nobilis,Y_08_B,P_Hypophthalmichthys_nobilis,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0601P,Glyptothorax sinensis,Y_08_B,P_Glyptothorax_sinensis,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0602P,Glyptothorax sinensis,Y_08_B,P_Glyptothorax_sinensis,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0604P,Glyptothorax sinensis,Y_08_B,P_Glyptothorax_sinensis,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0605P,Glyptothorax sinensis,Y_08_B,P_Glyptothorax_sinensis,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0612P,Cyprinus carpio,Y_08_B,P_Cyprinus_carpio,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0613P,Culter alburnus,Y_08_B,P_Culter_alburnus,P_Y_08_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter alburnus
Y0614P,Ctenopharyngodon idella,Y_09_A,P_Ctenopharyngodon_idella,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01/GCF_019924925.1_HZGC01_genomic.fna.gz,Ctenopharyngodon idella
Y0615P,Ctenopharyngodon idella,Y_09_B,P_Ctenopharyngodon_idella,P_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01/GCF_019924925.1_HZGC01_genomic.fna.gz,Ctenopharyngodon idella
Y0616P,Ctenopharyngodon idella,Y_09_A,P_Ctenopharyngodon_idella,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01/GCF_019924925.1_HZGC01_genomic.fna.gz,Ctenopharyngodon idella
Y0617P,Silurus meridionalis,Y_09_B,P_Silurus_meridionalis,P_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/685/GCF_014805685.1_ASM1480568v1/GCF_014805685.1_ASM1480568v1_genomic.fna.gz,Silurus meridionalis
Y0618P,Silurus meridionalis,Y_09_A,P_Silurus_meridionalis,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/685/GCF_014805685.1_ASM1480568v1/GCF_014805685.1_ASM1480568v1_genomic.fna.gz,Silurus meridionalis
Y0630P,Carassius auratus,Y_09_A,P_Carassius_auratus,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0631P,Carassius auratus,Y_09_A,P_Carassius_auratus,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0632P,Carassius auratus,Y_09_A,P_Carassius_auratus,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0633P,Carassius auratus,Y_09_B,P_Carassius_auratus,P_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0638P,Cyprinus carpio,Y_09_D,P_Cyprinus_carpio,P_Y_09_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0639P,Cyprinus carpio,Y_09_C,P_Cyprinus_carpio,P_Y_09_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0640P,Cyprinus carpio,Y_09_B,P_Cyprinus_carpio,P_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0641P,Cyprinus carpio,Y_09_B,P_Cyprinus_carpio,P_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0642P,Cyprinus carpio,Y_09_B,P_Cyprinus_carpio,P_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0650P,Ameiurus nebulosus,Y_09_D,P_Ameiurus_nebulosus,P_Y_09_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/411/365/GCA_012411365.1_AMELA_1.0/GCA_012411365.1_AMELA_1.0_genomic.fna.gz,Ameiurus melas
Y0651P,Ameiurus nebulosus,Y_09_A,P_Ameiurus_nebulosus,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/411/365/GCA_012411365.1_AMELA_1.0/GCA_012411365.1_AMELA_1.0_genomic.fna.gz,Ameiurus melas
Y0652P,Hemiculter tchangi,Y_09_A,P_Hemiculter_tchangi,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0653P,Hemibarbus maculatus,Y_09_A,P_Hemibarbus_maculatus,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0654P,Luciobarbus capito,Y_09_A,P_Luciobarbus_capito,P_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/325/GCA_029874325.1_ASM2987432v1/GCA_029874325.1_ASM2987432v1_genomic.fna.gz,Luciobarbus bocagei
Y0662P,Ameiurus nebulosus,Y_09_D,P_Ameiurus_nebulosus,P_Y_09_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/411/365/GCA_012411365.1_AMELA_1.0/GCA_012411365.1_AMELA_1.0_genomic.fna.gz,Ameiurus melas
Y0663P,Cyprinus carpio,Y_09_D,P_Cyprinus_carpio,P_Y_09_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0664P,Sinibotia reevesae,Y_09_D,P_Sinibotia_reevesae,P_Y_09_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus anguillicaudatus
Y0678P,Ancherythroculter kurematsui,Y_10_A,P_Ancherythroculter_kurematsui,P_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0679P,Ancherythroculter kurematsui,Y_10_A,P_Ancherythroculter_kurematsui,P_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0680P,Megalobrama pellegrini,Y_10_A,P_Megalobrama_pellegrini,P_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama amblycephala
Y0681P,Megalobrama pellegrini,Y_10_A,P_Megalobrama_pellegrini,P_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama amblycephala
Y0682P,Megalobrama pellegrini,Y_10_A,P_Megalobrama_pellegrini,P_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama amblycephala
Y0684P,Rhinogobio cylindricus,Y_10_A,P_Rhinogobio_cylindricus,P_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0686P,Rhinogobio cylindricus,Y_10_A,P_Rhinogobio_cylindricus,P_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0687P,Rhinogobio cylindricus,Y_10_A,P_Rhinogobio_cylindricus,P_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
